#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
21,Thu Jun 10 19:38:02 EDT 2021,62,0,A3ConsoleSceneView,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3Encapsulation A3InterfaceAsType A3MainCallsInheritingPainterFactoryMethod A3MnemonicNames A3NamedConstants A3NamingConventions A3NoHiddenFields A3NoStarImports A3NonPublicAccessModifiersMatched A3PackageDeclarations A3PublicMethodsOverride A3SimplifyBooleanExpressions A3SimplifyBooleanReturns AvatarTableSemantics InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,9,2,true,ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent ConsoleSceneViewRegistersWithLocatables TaggedConsoleSceneView ,,,ConsoleSceneViewGetsBridgeScene-(2.0/2.0) ConsoleSceneViewISAPropertyChangeListener-(2.0/2.0) ConsoleSceneViewPrintsPropertyChangeEvent-(2.0/2.0) ConsoleSceneViewRegistersWithLocatables-(0.0/2.0) TaggedConsoleSceneView-(2.0/2.0) ,,
22,Thu Jun 10 19:38:23 EDT 2021,62,0,A3ConsoleSceneView,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3Encapsulation A3InterfaceAsType A3MainCallsInheritingPainterFactoryMethod A3MnemonicNames A3NamedConstants A3NamingConventions A3NoHiddenFields A3NoStarImports A3NonPublicAccessModifiersMatched A3PackageDeclarations A3PublicMethodsOverride A3SimplifyBooleanExpressions A3SimplifyBooleanReturns AvatarTableSemantics InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,9,3,true,ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent ConsoleSceneViewRegistersWithLocatables TaggedConsoleSceneView ,,,ConsoleSceneViewGetsBridgeScene-(2.0/2.0) ConsoleSceneViewISAPropertyChangeListener-(2.0/2.0) ConsoleSceneViewPrintsPropertyChangeEvent-(2.0/2.0) ConsoleSceneViewRegistersWithLocatables-(0.0/2.0) TaggedConsoleSceneView-(2.0/2.0) ,,
23,Thu Jun 10 19:38:35 EDT 2021,62,0,A3ConsoleSceneView,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3Encapsulation A3InterfaceAsType A3MainCallsInheritingPainterFactoryMethod A3MnemonicNames A3NamedConstants A3NamingConventions A3NoHiddenFields A3NoStarImports A3NonPublicAccessModifiersMatched A3PackageDeclarations A3PublicMethodsOverride A3SimplifyBooleanExpressions A3SimplifyBooleanReturns AvatarTableSemantics InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,9,4,true,ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent ConsoleSceneViewRegistersWithLocatables TaggedConsoleSceneView ,,,ConsoleSceneViewGetsBridgeScene-(2.0/2.0) ConsoleSceneViewISAPropertyChangeListener-(2.0/2.0) ConsoleSceneViewPrintsPropertyChangeEvent-(2.0/2.0) ConsoleSceneViewRegistersWithLocatables-(0.0/2.0) TaggedConsoleSceneView-(2.0/2.0) ,,
24,Thu Jun 10 19:38:50 EDT 2021,64,2,Table,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined AvatarTableSemantics+ BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3Encapsulation A3InterfaceAsType A3MainCallsInheritingPainterFactoryMethod A3MnemonicNames A3NamedConstants A3NamingConventions A3NoHiddenFields A3NoStarImports A3NonPublicAccessModifiersMatched A3PackageDeclarations A3PublicMethodsOverride A3SimplifyBooleanExpressions A3SimplifyBooleanReturns InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,9,5,true,AvatarTableFactoryMethodDefined AvatarTableSemantics BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined TableIsGeneric TableSemantics TaggedTable ,,,AvatarTableFactoryMethodDefined-(2.0/2.0) AvatarTableSemantics-(10.0/10.0) BridgeSceneAvatarApproachCalled-(2.0/2.0) BridgeSceneCallsAvatarTableFactoryMethod-(2.0/2.0) BridgeSceneStringApproachMethodDefined-(2.0/2.0) TableIsGeneric-(10.0/10.0) TableSemantics-(25.0/25.0) TaggedTable-(2.0/2.0) ,,
25,Thu Jun 10 19:39:03 EDT 2021,64,0,A3Observables,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined AvatarTableSemantics BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3Encapsulation A3InterfaceAsType A3MainCallsInheritingPainterFactoryMethod A3MnemonicNames A3NamedConstants A3NamingConventions A3NoHiddenFields A3NoStarImports A3NonPublicAccessModifiersMatched A3PackageDeclarations A3PublicMethodsOverride A3SimplifyBooleanExpressions A3SimplifyBooleanReturns InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,9,6,true,BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent LocatablePropertyChangeListenersProperty Locatable_IS_A_PropertyListenerRegisterer TaggedLocatable ,,,BoundedShapeAnnouncesPropertyChangeEvent-(2.0/2.0) BoundedShapeInstantiatesPropertyChangeEvent-(2.0/2.0) LocatableAnnouncesPropertyChangeEvent-(2.0/2.0) LocatableInstantiatesPropertyChangeEvent-(2.0/2.0) LocatablePropertyChangeListenersProperty-(0.0/2.0) Locatable_IS_A_PropertyListenerRegisterer-(2.0/2.0) TaggedLocatable-(0.0/0.0) ,,
26,Thu Jun 10 19:39:13 EDT 2021,71,7,A3Style,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod A3NamingConventions+ A3NoStarImports+ A3PackageDeclarations+ A3SimplifyBooleanExpressions+ A3SimplifyBooleanReturns+ ArthurBridgeSceneController AvatarTableFactoryMethodDefined AvatarTableSemantics BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable ,A3CommonPropertiesAreInherited+ A3CommonSignaturesAreInherited+ A3InterfaceAsType+ A3MnemonicNames+ A3NamedConstants+ A3NonPublicAccessModifiersMatched+ A3PublicMethodsOverride+ ,A3Encapsulation+ A3NoHiddenFields+ ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,9,7,true,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3Encapsulation A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NamingConventions A3NoHiddenFields A3NoStarImports A3NonPublicAccessModifiersMatched A3PackageDeclarations A3PublicMethodsOverride A3SimplifyBooleanExpressions A3SimplifyBooleanReturns ,,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3NonPublicAccessModifiersMatched ,A3CommonPropertiesAreInherited-(2.8/3.0) A3CommonSignaturesAreInherited-(2.7/3.0) A3Encapsulation-(0.0/5.0) A3InterfaceAsType-(5.0/5.0) A3MnemonicNames-(9.5/10.0) A3NamedConstants-(2.8/3.0) A3NamingConventions-(5.0/5.0) A3NoHiddenFields-(0.0/1.0) A3NoStarImports-(2.0/2.0) A3NonPublicAccessModifiersMatched-(2.9/5.0) A3PackageDeclarations-(2.0/2.0) A3PublicMethodsOverride-(4.3/5.0) A3SimplifyBooleanExpressions-(1.0/1.0) A3SimplifyBooleanReturns-(1.0/1.0) ,,
27,Thu Jun 10 19:43:30 EDT 2021,71,0,DelegatingPainter,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod A3NamingConventions A3NoStarImports A3PackageDeclarations A3SimplifyBooleanExpressions A3SimplifyBooleanReturns ArthurBridgeSceneController AvatarTableFactoryMethodDefined AvatarTableSemantics BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NonPublicAccessModifiersMatched A3PublicMethodsOverride ,A3Encapsulation A3NoHiddenFields ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,10,0,true,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod DelegatingViewFactoryMethodDefined ExistingPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints TaggedDelegatingView TaggedObservablePainter ,,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod DelegatingViewFactoryMethodDefined ExistingPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints TaggedDelegatingView TaggedObservablePainter ,A3MainCallsDelegatingViewFactoryMethod-(2.0/2.0) A3MainCallsObservablePainterFactoryMethod-(2.0/2.0) DelegatingViewFactoryMethodDefined-(2.0/2.0) ExistingPaintListener-(20.0/20.0) ObservablePainterFactoryMethodDefined-(2.0/2.0) PaintListenerISAPropertyChangeListener-(2.0/2.0) PaintListenerPaintDefined-(2.0/2.0) PaintListenerRepaints-(2.0/2.0) TaggedDelegatingView-(2.0/2.0) TaggedObservablePainter-(2.0/2.0) ,,
28,Thu Jun 10 19:43:41 EDT 2021,71,0,A3Observables,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod A3NamingConventions A3NoStarImports A3PackageDeclarations A3SimplifyBooleanExpressions A3SimplifyBooleanReturns ArthurBridgeSceneController AvatarTableFactoryMethodDefined AvatarTableSemantics BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NonPublicAccessModifiersMatched A3PublicMethodsOverride ,A3Encapsulation A3NoHiddenFields ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,10,1,true,BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent LocatablePropertyChangeListenersProperty Locatable_IS_A_PropertyListenerRegisterer TaggedLocatable ,,,BoundedShapeAnnouncesPropertyChangeEvent-(2.0/2.0) BoundedShapeInstantiatesPropertyChangeEvent-(2.0/2.0) LocatableAnnouncesPropertyChangeEvent-(2.0/2.0) LocatableInstantiatesPropertyChangeEvent-(2.0/2.0) LocatablePropertyChangeListenersProperty-(0.0/2.0) Locatable_IS_A_PropertyListenerRegisterer-(2.0/2.0) TaggedLocatable-(0.0/0.0) ,,
29,Thu Jun 10 19:43:48 EDT 2021,71,0,A3Style,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod A3NamingConventions A3NoStarImports A3PackageDeclarations A3SimplifyBooleanExpressions A3SimplifyBooleanReturns ArthurBridgeSceneController AvatarTableFactoryMethodDefined AvatarTableSemantics BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NonPublicAccessModifiersMatched A3PublicMethodsOverride ,A3Encapsulation A3NoHiddenFields ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,10,2,true,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3Encapsulation A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NamingConventions A3NoHiddenFields A3NoStarImports A3NonPublicAccessModifiersMatched A3PackageDeclarations A3PublicMethodsOverride A3SimplifyBooleanExpressions A3SimplifyBooleanReturns ,ArthurBridgeSceneController AvatarTableSemantics SceneControllerAccessesArthur TableSemantics ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3NonPublicAccessModifiersMatched ,A3CommonPropertiesAreInherited-(2.8/3.0) A3CommonSignaturesAreInherited-(2.7/3.0) A3Encapsulation-(0.0/5.0) A3InterfaceAsType-(5.0/5.0) A3MnemonicNames-(9.5/10.0) A3NamedConstants-(2.8/3.0) A3NamingConventions-(5.0/5.0) A3NoHiddenFields-(0.0/1.0) A3NoStarImports-(2.0/2.0) A3NonPublicAccessModifiersMatched-(2.9/5.0) A3PackageDeclarations-(2.0/2.0) A3PublicMethodsOverride-(4.3/5.0) A3SimplifyBooleanExpressions-(1.0/1.0) A3SimplifyBooleanReturns-(1.0/1.0) ,,
30,Thu Jun 10 19:44:00 EDT 2021,71,0,A3ConsoleSceneView,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod A3NamingConventions A3NoStarImports A3PackageDeclarations A3SimplifyBooleanExpressions A3SimplifyBooleanReturns ArthurBridgeSceneController AvatarTableFactoryMethodDefined AvatarTableSemantics BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NonPublicAccessModifiersMatched A3PublicMethodsOverride ,A3Encapsulation A3NoHiddenFields ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,10,3,true,ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent ConsoleSceneViewRegistersWithLocatables TaggedConsoleSceneView ,,,ConsoleSceneViewGetsBridgeScene-(2.0/2.0) ConsoleSceneViewISAPropertyChangeListener-(2.0/2.0) ConsoleSceneViewPrintsPropertyChangeEvent-(2.0/2.0) ConsoleSceneViewRegistersWithLocatables-(0.0/2.0) TaggedConsoleSceneView-(2.0/2.0) ,,
